No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
623,629- يا علي إذا تزودت فلا تنسى البصل كذب مختلق الجد الحثيث ج:1 ص:261 وكذا ما عند الديلمي بلا سند ,,يا علي إذا تزودت فلا تنسى البصل,كذب مختلق الجد الحثيث ج:1 ص:261 وكذا ما عند الديلمي بلا سند ,,non-authentic, باب الياء 
624,630- عليكم بالبصل فإنه يطيب البطن ويصلح الولد بل الثابت أنه شجرة خبيثة ,,عليكم بالبصل فإنه يطيب البطن ويصلح الولد,بل الثابت أنه شجرة خبيثة ,,non-authentic, باب الياء 
625,631- يا ويل من ذاق الغنى بعد فاقة قال السخاوي هو كلام وليس على إطلاقه ,,يا ويل من ذاق الغنى بعد فاقة,قال السخاوي هو كلام وليس على إطلاقه ,,non-authentic, باب الياء 
626,632- يجرح ويداوي ليس بحديث ,,يجرح ويداوي,ليس بحديث ,,non-authentic, باب الياء 
627,633- يحشر العلماء في زمرة الأنبياء ويحشر القضاة في زمرة السلاطين قال الجد دائر على الألسنة ولم أره إلا في كلام ابن وهب ,,يحشر العلماء في زمرة الأنبياء ويحشر القضاة في زمرة السلاطين,قال الجد دائر على الألسنة ولم أره إلا في كلام ابن وهب ,,non-authentic, باب الياء 
628_1,634- يخرج عن ودك ولا يخرج عن طبعه مشهور على الألسنة الجد الحثيث ج:1 ص:262 وفي معناه حديث أبي الدرداء -رضي الله عنه- إذا سمعتم بجبل زال عن مكانه فصدقوا وإذا سمعتم برجل زال عن خلقه فلا تصدقوا به فإنه يصير إلى ما جبل عليه ,,يخرج عن ودك ولا يخرج عن طبعه, مشهور على الألسنة الجد الحثيث ج:1 ص:262 وفي معناه ,,non-authentic, باب الياء 
628_2,, حديث أبي الدرداء -رضي الله عنه-, إذا سمعتم بجبل زال عن مكانه فصدقوا وإذا سمعتم برجل زال عن خلقه فلا تصدقوا به فإنه يصير إلى ما جبل عليه ,,,unknown, باب الياء 
629,635- يد عدوك إذا لم تقدر على قطعها قبلها ليس بحديث وكذا قولهم ,,يد عدوك إذا لم تقدر على قطعها قبلها,ليس بحديث وكذا قولهم ,ليس بحديث,non-authentic, باب الياء 
630,636- يد لا تقدر على قطعها فقبلها وفي معناه ما اشتهر من قول أبي الدرداء إنا لنكشر في وجوه أقوام وقلوبنا تلعنهم ويذكر عن علي إنا لنقبل أكف نحب قطعها وهو أصرح في المعنى ,,يد لا تقدر على قطعها فقبلها,وفي معناه ما اشتهر من قول أبي الدرداء إنا لنكشر في وجوه أقوام وقلوبنا تلعنهم ويذكر عن علي إنا لنقبل أكف نحب قطعها وهو أصرح في المعنى ,,non-authentic, باب الياء 
631,637- يدان مغلولتان في النار يد أكلت اغتناما ويد مسكت احتشاما باطل لا أصل له ,,يدان مغلولتان في النار يد أكلت اغتناما ويد مسكت احتشاما,باطل لا أصل له ,باطل لا أصل له ,non-authentic, باب الياء 
632,638- يرحم الله العمات يورثن ولا يرثن لا يعرف الجد الحثيث ج:1 ص:263 لكن جاء عن عمر قال عجبا للعمة تورث ولا تورث ,,يرحم الله العمات يورثن ولا يرثن,لا يعرف الجد الحثيث ج:1 ص:263 لكن جاء عن عمر قال عجبا للعمة تورث ولا تورث ,,non-authentic, باب الياء 
633,639- يرقص للقرد في دولته مثل ولا حديث ,,يرقص للقرد في دولته,مثل ولا حديث ,,non-authentic, باب الياء 
634,640- يساق إلى مصر أقل الناس أعمارا يروى من حديث موسى بن علي بن رباح عن أبيهعن جده بلفظ ,,يساق إلى مصر أقل الناس أعمارا ,يروى من حديث موسى بن علي بن رباح عن أبيهعن جده بلفظ ,,non-authentic, باب الياء 
635,641- إن مصر ستفتح بعدي فانتجعوا خيرها ولا تتخذوها دارا فإنه يساق إليها أقل الناس أعمارا لكن قال السخاوي لا يصح وقال ابن الجوزي موضوع ,,إن مصر ستفتح بعدي فانتجعوا خيرها ولا تتخذوها دارا فإنه يساق إليها أقل الناس أعمارا,لكن قال السخاوي لا يصح وقال ابن الجوزي موضوع ,,non-authentic, باب الياء 
636,642- يصوم أهل قباء يجري على ألسنة العوام حين يرى الجد الحثيث ج:1 ص:264 الهلال بمكان دون آخر إن الهلال رآه أهل قباء قال يصوم أهل قباء قال السخاوي وهو شيء ما علمته قال الجد ومثل هذا لا يعذر الناس فيه فإن الكذب على عظيم وهذه قصة ما وقعت أصلا فضلا عن ثبوتها ,,يصوم أهل قباء,يجري على ألسنة العوام حين يرى الجد الحثيث ج:1 ص:264 الهلال بمكان دون آخر إن الهلال رآه أهل قباء قال يصوم أهل قباء قال السخاوي وهو شيء ما علمته قال الجد ومثل هذا لا يعذر الناس فيه فإن الكذب على عظيم وهذه قصة ما وقعت أصلا فضلا عن ثبوتها ,,non-authentic, باب الياء 
637,643- يقي الحر الذي يقي البرد لا أصل له في الحديث ,,يقي الحر الذي يقي البرد,لا أصل له في الحديث , لا أصل له,non-authentic, باب الياء 
638,644- يكون الله مع الضعيف حتى يتعجب القوي فيه أثر في الحلية عن أبي يعقوب الأقطع ولفظه يضع الله للضعيف حتى يتعجب القوي ,,يكون الله مع الضعيف حتى يتعجب القوي,فيه أثر في الحلية عن أبي يعقوب الأقطع ولفظه يضع الله للضعيف حتى يتعجب القوي ,,non-authentic, باب الياء 
639,645- يوم صومكم يوم نحركم يوم رأس سنتكم قال الزركشي والسيوطي لا أصل له ,,يوم صومكم يوم نحركم يوم رأس سنتكم,قال الزركشي والسيوطي لا أصل له , لا أصل له,non-authentic, باب الياء 
640,646- يؤجر المرء على رغم أنفه لا أصل له به الجد الحثيث ج:1 ص:265 ويغني عنه عجب ربنا من قوم يساقون إلى الجنة بالسلاسل الجد الحثيث ج:1 ص:266 ,,يؤجر المرء على رغم أنفه,لا أصل له به الجد الحثيث ج:1 ص:265 ويغني عنه عجب ربنا من قوم يساقون إلى الجنة بالسلاسل الجد الحثيث ج:1 ص:266 ,لا أصل له,non-authentic, باب الياء 
,فائدة ونقلت من كتاب السيوطي فائدة قال ابن تيمية ما اشتهر من أن الشافعي وأحمد اجتمعا بشيبان الراعي وسألاه فهو باطل باتفاقأهل المعرفة لأنهما لم يدركا شيبان قال وكذلك ما ذكر من أنه اجتمع بأبي يوسف عند الرشيد لأنه لم يجتمع بالرشيد إلا بعد موت أبي يوسف قال السيوطي قال ابن حجر وكذا الرحلة المنسوبة للشافعي إلى الرشيد وأن محمد بن الحسن حرضه على قتله أخرجها البيهقي وغيره وهي موضوعة مكذوبة الجد الحثيث ج:1 ص:267 ,,,فائدة ونقلت من كتاب السيوطي فائدة قال ابن تيمية ما اشتهر من أن الشافعي وأحمد اجتمعا بشيبان الراعي وسألاه فهو باطل باتفاقأهل المعرفة لأنهما لم يدركا شيبان قال وكذلك ما ذكر من أنه اجتمع بأبي يوسف عند الرشيد لأنه لم يجتمع بالرشيد إلا بعد موت أبي يوسف قال السيوطي قال ابن حجر وكذا الرحلة المنسوبة للشافعي إلى الرشيد وأن محمد بن الحسن حرضه على قتله أخرجها البيهقي وغيره وهي موضوعة مكذوبة الجد الحثيث ج:1 ص:267 ,,,
,خاتمة قال أحمد ثلاث كتب ليس لها أصول الملاحم والمغازي والتفسير قال الخطيب في الجامع هذا محمول على كتب مخصوصة في هذه المعاني الثلاثة غير معتمد عليها لعدم عدالة ناقليها وزيادة القصائد فيها فأما كتب الملاحم فكلها بهذا الصفة وليس يصح في ذكر الملاحم المرتقبة والفتن المنتظرة غير أحاديث يسيرة وأما المغازي فكتب الواقدي قال الشافعي كذب وكتب ابن إسحاق فأكثرها من أهل الكتاب وليس فيها أصح من معازي موسى بن عقبة وأما كتب التفسير فكتاب الكلبي قال أحمد كذب من أوله وآخره وكتاب مقاتل قريب منه الجد الحثيث ج:1 ص:268 ,,,خاتمة قال أحمد ثلاث كتب ليس لها أصول الملاحم والمغازي والتفسير قال الخطيب في الجامع هذا محمول على كتب مخصوصة في هذه المعاني الثلاثة غير معتمد عليها لعدم عدالة ناقليها وزيادة القصائد فيها فأما كتب الملاحم فكلها بهذا الصفة وليس يصح في ذكر الملاحم المرتقبة والفتن المنتظرة غير أحاديث يسيرة وأما المغازي فكتب الواقدي قال الشافعي كذب وكتب ابن إسحاق فأكثرها من أهل الكتاب وليس فيها أصح من معازي موسى بن عقبة وأما كتب التفسير فكتاب الكلبي قال أحمد كذب من أوله وآخره وكتاب مقاتل قريب منه الجد الحثيث ج:1 ص:268 ,,,
